"","date","hits","geo","time","keyword","gprop","category"
"361",2019-05-18,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"362",2019-05-19,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"363",2019-05-20,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"364",2019-05-21,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"365",2019-05-22,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"366",2019-05-23,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"367",2019-05-24,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"368",2019-05-25,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"369",2019-05-26,NA,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"370",2019-05-27,NA,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"371",2019-05-28,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"372",2019-05-29,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"373",2019-05-30,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"374",2019-05-31,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"375",2019-06-01,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"376",2019-06-02,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"377",2019-06-03,NA,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"378",2019-06-04,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"379",2019-06-05,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"380",2019-06-06,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"381",2019-06-07,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"382",2019-06-08,NA,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"383",2019-06-09,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"384",2019-06-10,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"385",2019-06-11,NA,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"386",2019-06-12,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"387",2019-06-13,5,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"388",2019-06-14,3,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"389",2019-06-15,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"390",2019-06-16,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"391",2019-06-17,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"392",2019-06-18,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"393",2019-06-19,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"394",2019-06-20,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
"395",2019-06-21,1,"US","2019-04-04 2019-06-21","Julian Castro","web",0
